filename,dish
Images\chicken_wings\66914.jpg,chicken_wings
Images\escargots\2273435.jpg,escargots
Images\dumplings\929282.jpg,dumplings
Images\chicken_wings\2669630.jpg,chicken_wings
Images\fried_rice\2608.jpg,fried_rice
Images\chicken_wings\396830.jpg,chicken_wings
Images\french_fries\845350.jpg,french_fries
Images\escargots\10529.jpg,escargots
Images\dumplings\2248656.jpg,dumplings
Images\escargots\3146936.jpg,escargots
Images\club_sandwich\1093580.jpg,club_sandwich
Images\churros\1086967.jpg,churros
Images\donuts\3108945.jpg,donuts
Images\club_sandwich\1830209.jpg,club_sandwich
Images\dumplings\3905871.jpg,dumplings
Images\grilled_cheese_sandwich\770489.jpg,grilled_cheese_sandwich
Images\churros\1157589.jpg,churros
Images\churros\1235914.jpg,churros
Images\fried_rice\2893839.jpg,fried_rice
Images\chicken_wings\2695471.jpg,chicken_wings
Images\fish_and_chips\3901111.jpg,fish_and_chips
Images\churros\2489040.jpg,churros
Images\donuts\1744255.jpg,donuts
Images\club_sandwich\2775241.jpg,club_sandwich
Images\fish_and_chips\1426622.jpg,fish_and_chips
Images\churros\244069.jpg,churros
Images\churros\514833.jpg,churros
Images\escargots\2342293.jpg,escargots
Images\dumplings\167000.jpg,dumplings
Images\churros\884571.jpg,churros
Images\fried_rice\367495.jpg,fried_rice
Images\dumplings\1906501.jpg,dumplings
Images\french_fries\1439886.jpg,french_fries
Images\club_sandwich\3769730.jpg,club_sandwich
Images\dumplings\3756143.jpg,dumplings
Images\fish_and_chips\808936.jpg,fish_and_chips
Images\fish_and_chips\2342012.jpg,fish_and_chips
Images\chicken_quesadilla\664488.jpg,chicken_quesadilla
Images\donuts\824527.jpg,donuts
Images\chicken_wings\2037668.jpg,chicken_wings
Images\grilled_cheese_sandwich\570998.jpg,grilled_cheese_sandwich
Images\donuts\3776531.jpg,donuts
Images\dumplings\776475.jpg,dumplings
Images\fish_and_chips\3469590.jpg,fish_and_chips
Images\dumplings\3752288.jpg,dumplings
Images\fish_and_chips\2232596.jpg,fish_and_chips
Images\club_sandwich\2944977.jpg,club_sandwich
Images\chicken_wings\2173692.jpg,chicken_wings
Images\escargots\2890100.jpg,escargots
Images\fish_and_chips\1277287.jpg,fish_and_chips
Images\fried_rice\1513264.jpg,fried_rice
Images\club_sandwich\547794.jpg,club_sandwich
Images\dumplings\1239164.jpg,dumplings
Images\grilled_cheese_sandwich\117007.jpg,grilled_cheese_sandwich
Images\club_sandwich\3218623.jpg,club_sandwich
Images\churros\599957.jpg,churros
Images\escargots\2230292.jpg,escargots
Images\donuts\1008483.jpg,donuts
Images\escargots\96806.jpg,escargots
Images\club_sandwich\284784.jpg,club_sandwich
Images\chicken_wings\161080.jpg,chicken_wings
Images\french_fries\1898017.jpg,french_fries
Images\donuts\317068.jpg,donuts
Images\chicken_quesadilla\2902221.jpg,chicken_quesadilla
Images\chicken_quesadilla\2857929.jpg,chicken_quesadilla
Images\chicken_wings\2145945.jpg,chicken_wings
Images\grilled_cheese_sandwich\579043.jpg,grilled_cheese_sandwich
Images\chicken_quesadilla\273422.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\3055681.jpg,grilled_cheese_sandwich
Images\dumplings\653585.jpg,dumplings
Images\chicken_wings\776732.jpg,chicken_wings
Images\dumplings\1517770.jpg,dumplings
Images\escargots\2317905.jpg,escargots
Images\chicken_quesadilla\523270.jpg,chicken_quesadilla
Images\chicken_wings\312047.jpg,chicken_wings
Images\grilled_cheese_sandwich\1345926.jpg,grilled_cheese_sandwich
Images\fried_rice\3913165.jpg,fried_rice
Images\donuts\2887204.jpg,donuts
Images\grilled_cheese_sandwich\798720.jpg,grilled_cheese_sandwich
Images\french_fries\1437118.jpg,french_fries
Images\chicken_quesadilla\657188.jpg,chicken_quesadilla
Images\fried_rice\497613.jpg,fried_rice
Images\chicken_quesadilla\1726312.jpg,chicken_quesadilla
Images\chicken_wings\61620.jpg,chicken_wings
Images\chicken_wings\1122994.jpg,chicken_wings
Images\grilled_cheese_sandwich\3617216.jpg,grilled_cheese_sandwich
Images\club_sandwich\42429.jpg,club_sandwich
Images\dumplings\1848502.jpg,dumplings
Images\club_sandwich\3061151.jpg,club_sandwich
Images\grilled_cheese_sandwich\1071.jpg,grilled_cheese_sandwich
Images\fried_rice\299732.jpg,fried_rice
Images\chicken_wings\521837.jpg,chicken_wings
Images\grilled_cheese_sandwich\183349.jpg,grilled_cheese_sandwich
Images\fish_and_chips\1123342.jpg,fish_and_chips
Images\churros\1823846.jpg,churros
Images\chicken_wings\3423923.jpg,chicken_wings
Images\churros\3205589.jpg,churros
Images\dumplings\1566484.jpg,dumplings
Images\churros\2327747.jpg,churros
Images\chicken_quesadilla\3453423.jpg,chicken_quesadilla
Images\churros\1975148.jpg,churros
Images\chicken_wings\3739578.jpg,chicken_wings
Images\dumplings\1249994.jpg,dumplings
Images\donuts\3682546.jpg,donuts
Images\grilled_cheese_sandwich\3469556.jpg,grilled_cheese_sandwich
Images\french_fries\2957806.jpg,french_fries
Images\chicken_wings\105124.jpg,chicken_wings
Images\fried_rice\1175222.jpg,fried_rice
Images\chicken_quesadilla\827714.jpg,chicken_quesadilla
Images\fried_rice\583326.jpg,fried_rice
Images\churros\137598.jpg,churros
Images\donuts\3507649.jpg,donuts
Images\escargots\761613.jpg,escargots
Images\club_sandwich\3640937.jpg,club_sandwich
Images\grilled_cheese_sandwich\2283528.jpg,grilled_cheese_sandwich
Images\club_sandwich\527336.jpg,club_sandwich
Images\fried_rice\1291911.jpg,fried_rice
Images\french_fries\3156237.jpg,french_fries
Images\donuts\2349280.jpg,donuts
Images\churros\3497934.jpg,churros
Images\fish_and_chips\3370146.jpg,fish_and_chips
Images\fried_rice\725220.jpg,fried_rice
Images\chicken_wings\168507.jpg,chicken_wings
Images\french_fries\366349.jpg,french_fries
Images\donuts\861022.jpg,donuts
Images\escargots\2100799.jpg,escargots
Images\fried_rice\3287274.jpg,fried_rice
Images\fish_and_chips\3418349.jpg,fish_and_chips
Images\french_fries\2761796.jpg,french_fries
Images\churros\666849.jpg,churros
Images\chicken_quesadilla\2803751.jpg,chicken_quesadilla
Images\fish_and_chips\557843.jpg,fish_and_chips
Images\fish_and_chips\1197047.jpg,fish_and_chips
Images\fried_rice\275223.jpg,fried_rice
Images\fried_rice\2196951.jpg,fried_rice
Images\club_sandwich\1206547.jpg,club_sandwich
Images\chicken_quesadilla\2853833.jpg,chicken_quesadilla
Images\fried_rice\3848905.jpg,fried_rice
Images\churros\1103507.jpg,churros
Images\churros\879361.jpg,churros
Images\donuts\2979231.jpg,donuts
Images\club_sandwich\311257.jpg,club_sandwich
Images\french_fries\2224231.jpg,french_fries
Images\chicken_wings\758361.jpg,chicken_wings
Images\grilled_cheese_sandwich\874529.jpg,grilled_cheese_sandwich
Images\chicken_wings\1471983.jpg,chicken_wings
Images\grilled_cheese_sandwich\2025426.jpg,grilled_cheese_sandwich
Images\donuts\1452774.jpg,donuts
Images\chicken_wings\1345518.jpg,chicken_wings
Images\donuts\254939.jpg,donuts
Images\chicken_quesadilla\3167770.jpg,chicken_quesadilla
Images\french_fries\1165966.jpg,french_fries
Images\dumplings\3536494.jpg,dumplings
Images\donuts\3069794.jpg,donuts
Images\chicken_wings\344307.jpg,chicken_wings
Images\french_fries\1901621.jpg,french_fries
Images\escargots\1915658.jpg,escargots
Images\chicken_wings\3691776.jpg,chicken_wings
Images\donuts\1829368.jpg,donuts
Images\fish_and_chips\3781522.jpg,fish_and_chips
Images\fish_and_chips\463240.jpg,fish_and_chips
Images\grilled_cheese_sandwich\2367838.jpg,grilled_cheese_sandwich
Images\dumplings\2928696.jpg,dumplings
Images\grilled_cheese_sandwich\1841492.jpg,grilled_cheese_sandwich
Images\escargots\1855096.jpg,escargots
Images\churros\1385109.jpg,churros
Images\grilled_cheese_sandwich\123338.jpg,grilled_cheese_sandwich
Images\fried_rice\3013414.jpg,fried_rice
Images\grilled_cheese_sandwich\1742234.jpg,grilled_cheese_sandwich
Images\churros\2953954.jpg,churros
Images\grilled_cheese_sandwich\1078450.jpg,grilled_cheese_sandwich
Images\escargots\525348.jpg,escargots
Images\dumplings\290126.jpg,dumplings
Images\donuts\3374427.jpg,donuts
Images\dumplings\3884180.jpg,dumplings
Images\dumplings\3241309.jpg,dumplings
Images\chicken_quesadilla\3516800.jpg,chicken_quesadilla
Images\fish_and_chips\857919.jpg,fish_and_chips
Images\fried_rice\278835.jpg,fried_rice
Images\grilled_cheese_sandwich\2528469.jpg,grilled_cheese_sandwich
Images\dumplings\1598725.jpg,dumplings
Images\chicken_wings\3085496.jpg,chicken_wings
Images\chicken_quesadilla\3140875.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\1518435.jpg,grilled_cheese_sandwich
Images\fried_rice\1239724.jpg,fried_rice
Images\donuts\185093.jpg,donuts
Images\french_fries\2106366.jpg,french_fries
Images\grilled_cheese_sandwich\3867167.jpg,grilled_cheese_sandwich
Images\club_sandwich\1114354.jpg,club_sandwich
Images\grilled_cheese_sandwich\899574.jpg,grilled_cheese_sandwich
Images\french_fries\153823.jpg,french_fries
Images\fried_rice\1993160.jpg,fried_rice
Images\club_sandwich\1777485.jpg,club_sandwich
Images\donuts\1954234.jpg,donuts
Images\escargots\1596031.jpg,escargots
Images\chicken_wings\3751888.jpg,chicken_wings
Images\chicken_quesadilla\125687.jpg,chicken_quesadilla
Images\fried_rice\153082.jpg,fried_rice
Images\dumplings\170999.jpg,dumplings
Images\churros\140064.jpg,churros
Images\churros\2708222.jpg,churros
Images\escargots\1507478.jpg,escargots
Images\escargots\726025.jpg,escargots
Images\french_fries\3010680.jpg,french_fries
Images\chicken_wings\1366030.jpg,chicken_wings
Images\fish_and_chips\1811496.jpg,fish_and_chips
Images\fried_rice\596794.jpg,fried_rice
Images\chicken_quesadilla\1032360.jpg,chicken_quesadilla
Images\chicken_wings\808799.jpg,chicken_wings
Images\churros\476828.jpg,churros
Images\chicken_quesadilla\2171877.jpg,chicken_quesadilla
Images\chicken_quesadilla\505014.jpg,chicken_quesadilla
Images\fried_rice\1766302.jpg,fried_rice
Images\chicken_wings\2598236.jpg,chicken_wings
Images\chicken_wings\122926.jpg,chicken_wings
Images\fried_rice\1021229.jpg,fried_rice
Images\chicken_quesadilla\1579819.jpg,chicken_quesadilla
Images\escargots\2358855.jpg,escargots
Images\chicken_wings\1088517.jpg,chicken_wings
Images\chicken_quesadilla\2049342.jpg,chicken_quesadilla
Images\chicken_quesadilla\1432116.jpg,chicken_quesadilla
Images\club_sandwich\3597817.jpg,club_sandwich
Images\chicken_wings\3148129.jpg,chicken_wings
Images\dumplings\705438.jpg,dumplings
Images\chicken_quesadilla\2896031.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\2232435.jpg,grilled_cheese_sandwich
Images\escargots\1444464.jpg,escargots
Images\dumplings\2589615.jpg,dumplings
Images\club_sandwich\1760749.jpg,club_sandwich
Images\donuts\1585592.jpg,donuts
Images\grilled_cheese_sandwich\339240.jpg,grilled_cheese_sandwich
Images\churros\1751004.jpg,churros
Images\escargots\1790416.jpg,escargots
Images\chicken_wings\1042758.jpg,chicken_wings
Images\fish_and_chips\2682567.jpg,fish_and_chips
Images\escargots\2724907.jpg,escargots
Images\fried_rice\2289902.jpg,fried_rice
Images\dumplings\1461532.jpg,dumplings
Images\donuts\710834.jpg,donuts
Images\chicken_quesadilla\1617961.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\1098482.jpg,grilled_cheese_sandwich
Images\chicken_quesadilla\177343.jpg,chicken_quesadilla
Images\chicken_wings\910496.jpg,chicken_wings
Images\fish_and_chips\2309890.jpg,fish_and_chips
Images\chicken_wings\3760875.jpg,chicken_wings
Images\churros\2539667.jpg,churros
Images\club_sandwich\2124027.jpg,club_sandwich
Images\chicken_quesadilla\2827795.jpg,chicken_quesadilla
Images\dumplings\4545.jpg,dumplings
Images\chicken_wings\1750263.jpg,chicken_wings
Images\french_fries\391896.jpg,french_fries
Images\french_fries\1495592.jpg,french_fries
Images\club_sandwich\2212653.jpg,club_sandwich
Images\fish_and_chips\1734796.jpg,fish_and_chips
Images\grilled_cheese_sandwich\1175292.jpg,grilled_cheese_sandwich
Images\grilled_cheese_sandwich\1361103.jpg,grilled_cheese_sandwich
Images\dumplings\3407831.jpg,dumplings
Images\fried_rice\1904676.jpg,fried_rice
Images\fish_and_chips\3444216.jpg,fish_and_chips
Images\dumplings\1358913.jpg,dumplings
Images\chicken_wings\3697101.jpg,chicken_wings
Images\french_fries\3698017.jpg,french_fries
Images\french_fries\2773035.jpg,french_fries
Images\churros\1644687.jpg,churros
Images\chicken_quesadilla\132230.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\271266.jpg,grilled_cheese_sandwich
Images\dumplings\3337142.jpg,dumplings
Images\french_fries\3240152.jpg,french_fries
Images\french_fries\1116093.jpg,french_fries
Images\french_fries\2622969.jpg,french_fries
Images\club_sandwich\3543955.jpg,club_sandwich
Images\chicken_wings\191800.jpg,chicken_wings
Images\fried_rice\777816.jpg,fried_rice
Images\escargots\202173.jpg,escargots
Images\fried_rice\2066494.jpg,fried_rice
Images\french_fries\2189231.jpg,french_fries
Images\club_sandwich\3833944.jpg,club_sandwich
Images\churros\2188772.jpg,churros
Images\donuts\3042348.jpg,donuts
Images\churros\3323014.jpg,churros
Images\club_sandwich\1826647.jpg,club_sandwich
Images\dumplings\1835746.jpg,dumplings
Images\churros\2625009.jpg,churros
Images\chicken_wings\946294.jpg,chicken_wings
Images\chicken_wings\2877759.jpg,chicken_wings
Images\churros\2623176.jpg,churros
Images\fried_rice\2518775.jpg,fried_rice
Images\french_fries\85375.jpg,french_fries
Images\fish_and_chips\2007473.jpg,fish_and_chips
Images\donuts\1035608.jpg,donuts
Images\dumplings\1222596.jpg,dumplings
Images\fried_rice\1138205.jpg,fried_rice
Images\fish_and_chips\37805.jpg,fish_and_chips
Images\chicken_wings\166144.jpg,chicken_wings
Images\club_sandwich\3251612.jpg,club_sandwich
Images\club_sandwich\1553068.jpg,club_sandwich
Images\churros\3108101.jpg,churros
Images\dumplings\775315.jpg,dumplings
Images\grilled_cheese_sandwich\1708831.jpg,grilled_cheese_sandwich
Images\dumplings\2379541.jpg,dumplings
Images\grilled_cheese_sandwich\614813.jpg,grilled_cheese_sandwich
Images\donuts\1131919.jpg,donuts
Images\donuts\1518349.jpg,donuts
Images\fried_rice\2521777.jpg,fried_rice
Images\grilled_cheese_sandwich\3718019.jpg,grilled_cheese_sandwich
Images\donuts\1711195.jpg,donuts
Images\club_sandwich\2652649.jpg,club_sandwich
Images\churros\2534176.jpg,churros
Images\donuts\767848.jpg,donuts
Images\fish_and_chips\770751.jpg,fish_and_chips
Images\chicken_wings\1154098.jpg,chicken_wings
Images\fish_and_chips\3582300.jpg,fish_and_chips
Images\club_sandwich\2415.jpg,club_sandwich
Images\club_sandwich\2996917.jpg,club_sandwich
Images\grilled_cheese_sandwich\2020113.jpg,grilled_cheese_sandwich
Images\escargots\3390260.jpg,escargots
Images\fish_and_chips\2799763.jpg,fish_and_chips
Images\escargots\2728907.jpg,escargots
Images\fish_and_chips\3700549.jpg,fish_and_chips
Images\churros\934551.jpg,churros
Images\fish_and_chips\1291168.jpg,fish_and_chips
Images\chicken_wings\2875771.jpg,chicken_wings
Images\churros\1228765.jpg,churros
Images\chicken_quesadilla\2435617.jpg,chicken_quesadilla
Images\churros\803429.jpg,churros
Images\dumplings\2642265.jpg,dumplings
Images\donuts\893126.jpg,donuts
Images\chicken_wings\1689123.jpg,chicken_wings
Images\chicken_wings\1919323.jpg,chicken_wings
Images\escargots\2078544.jpg,escargots
Images\fish_and_chips\459683.jpg,fish_and_chips
Images\fried_rice\1052689.jpg,fried_rice
Images\churros\2629850.jpg,churros
Images\chicken_quesadilla\741780.jpg,chicken_quesadilla
Images\french_fries\1888134.jpg,french_fries
Images\fish_and_chips\2260197.jpg,fish_and_chips
Images\escargots\832360.jpg,escargots
Images\chicken_quesadilla\663750.jpg,chicken_quesadilla
Images\fried_rice\275018.jpg,fried_rice
Images\chicken_quesadilla\392060.jpg,chicken_quesadilla
Images\french_fries\1495836.jpg,french_fries
Images\escargots\1885991.jpg,escargots
Images\chicken_quesadilla\2494540.jpg,chicken_quesadilla
Images\churros\3179624.jpg,churros
Images\chicken_quesadilla\1368885.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\1381079.jpg,grilled_cheese_sandwich
Images\escargots\2524747.jpg,escargots
Images\chicken_wings\2651737.jpg,chicken_wings
Images\chicken_wings\201324.jpg,chicken_wings
Images\club_sandwich\3832972.jpg,club_sandwich
Images\donuts\1031654.jpg,donuts
Images\grilled_cheese_sandwich\506108.jpg,grilled_cheese_sandwich
Images\chicken_wings\2679474.jpg,chicken_wings
Images\fish_and_chips\2402712.jpg,fish_and_chips
Images\club_sandwich\781605.jpg,club_sandwich
Images\chicken_quesadilla\2161226.jpg,chicken_quesadilla
Images\escargots\344837.jpg,escargots
Images\chicken_wings\1631196.jpg,chicken_wings
Images\dumplings\2419398.jpg,dumplings
Images\grilled_cheese_sandwich\611220.jpg,grilled_cheese_sandwich
Images\chicken_wings\2530411.jpg,chicken_wings
Images\dumplings\279422.jpg,dumplings
Images\chicken_quesadilla\3483161.jpg,chicken_quesadilla
Images\chicken_quesadilla\790837.jpg,chicken_quesadilla
Images\escargots\730671.jpg,escargots
Images\french_fries\3063044.jpg,french_fries
Images\fried_rice\1893981.jpg,fried_rice
Images\chicken_quesadilla\733745.jpg,chicken_quesadilla
Images\donuts\828010.jpg,donuts
Images\french_fries\721344.jpg,french_fries
Images\chicken_wings\2690588.jpg,chicken_wings
Images\escargots\1014257.jpg,escargots
Images\fish_and_chips\3013747.jpg,fish_and_chips
Images\escargots\1220730.jpg,escargots
Images\donuts\3432459.jpg,donuts
Images\chicken_quesadilla\2593339.jpg,chicken_quesadilla
Images\escargots\1902762.jpg,escargots
Images\chicken_wings\1632721.jpg,chicken_wings
Images\french_fries\3325881.jpg,french_fries
Images\donuts\1103380.jpg,donuts
Images\grilled_cheese_sandwich\392394.jpg,grilled_cheese_sandwich
Images\club_sandwich\2815897.jpg,club_sandwich
Images\french_fries\80315.jpg,french_fries
Images\dumplings\2754848.jpg,dumplings
Images\club_sandwich\1727403.jpg,club_sandwich
Images\club_sandwich\3794315.jpg,club_sandwich
Images\french_fries\3050068.jpg,french_fries
Images\chicken_wings\3360774.jpg,chicken_wings
Images\churros\2975534.jpg,churros
Images\grilled_cheese_sandwich\634025.jpg,grilled_cheese_sandwich
Images\chicken_quesadilla\1789327.jpg,chicken_quesadilla
Images\chicken_wings\2640118.jpg,chicken_wings
Images\chicken_quesadilla\3915777.jpg,chicken_quesadilla
Images\dumplings\887401.jpg,dumplings
Images\dumplings\668594.jpg,dumplings
Images\club_sandwich\783435.jpg,club_sandwich
Images\donuts\3234687.jpg,donuts
Images\grilled_cheese_sandwich\2077117.jpg,grilled_cheese_sandwich
Images\fish_and_chips\372667.jpg,fish_and_chips
Images\fried_rice\3860345.jpg,fried_rice
Images\chicken_quesadilla\3054942.jpg,chicken_quesadilla
Images\fried_rice\1995508.jpg,fried_rice
Images\fish_and_chips\3831484.jpg,fish_and_chips
Images\escargots\3879956.jpg,escargots
Images\churros\1768107.jpg,churros
Images\dumplings\997642.jpg,dumplings
Images\club_sandwich\1306501.jpg,club_sandwich
Images\french_fries\546394.jpg,french_fries
Images\fish_and_chips\139974.jpg,fish_and_chips
Images\grilled_cheese_sandwich\1349253.jpg,grilled_cheese_sandwich
Images\fish_and_chips\312158.jpg,fish_and_chips
Images\grilled_cheese_sandwich\63443.jpg,grilled_cheese_sandwich
Images\chicken_quesadilla\768882.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\3420265.jpg,grilled_cheese_sandwich
Images\chicken_wings\2878316.jpg,chicken_wings
Images\french_fries\2838364.jpg,french_fries
Images\escargots\1668896.jpg,escargots
Images\donuts\161541.jpg,donuts
Images\donuts\3014911.jpg,donuts
Images\fried_rice\2928684.jpg,fried_rice
Images\churros\385505.jpg,churros
Images\french_fries\2807320.jpg,french_fries
Images\chicken_quesadilla\2446318.jpg,chicken_quesadilla
Images\churros\3340514.jpg,churros
Images\fried_rice\1721116.jpg,fried_rice
Images\grilled_cheese_sandwich\366854.jpg,grilled_cheese_sandwich
Images\churros\3835021.jpg,churros
Images\chicken_wings\2465533.jpg,chicken_wings
Images\churros\1797116.jpg,churros
Images\escargots\3778393.jpg,escargots
Images\french_fries\2892637.jpg,french_fries
Images\dumplings\2994639.jpg,dumplings
Images\chicken_wings\3824328.jpg,chicken_wings
Images\churros\680069.jpg,churros
Images\fried_rice\1347068.jpg,fried_rice
Images\dumplings\92182.jpg,dumplings
Images\chicken_wings\3028420.jpg,chicken_wings
Images\donuts\185886.jpg,donuts
Images\fried_rice\3144923.jpg,fried_rice
Images\fried_rice\3402627.jpg,fried_rice
Images\french_fries\143994.jpg,french_fries
Images\escargots\1231466.jpg,escargots
Images\escargots\2364186.jpg,escargots
Images\grilled_cheese_sandwich\269675.jpg,grilled_cheese_sandwich
Images\dumplings\437392.jpg,dumplings
Images\club_sandwich\1232414.jpg,club_sandwich
Images\fish_and_chips\2666926.jpg,fish_and_chips
Images\donuts\837724.jpg,donuts
Images\fish_and_chips\3262032.jpg,fish_and_chips
Images\escargots\1470318.jpg,escargots
Images\donuts\1358941.jpg,donuts
Images\grilled_cheese_sandwich\2581125.jpg,grilled_cheese_sandwich
Images\club_sandwich\1107404.jpg,club_sandwich
Images\donuts\2238316.jpg,donuts
Images\chicken_wings\2708375.jpg,chicken_wings
Images\churros\1253379.jpg,churros
Images\donuts\111351.jpg,donuts
Images\chicken_quesadilla\2691295.jpg,chicken_quesadilla
Images\escargots\2269956.jpg,escargots
Images\french_fries\1150103.jpg,french_fries
Images\club_sandwich\278622.jpg,club_sandwich
Images\fried_rice\1904084.jpg,fried_rice
Images\french_fries\1080215.jpg,french_fries
Images\escargots\2451633.jpg,escargots
Images\club_sandwich\837798.jpg,club_sandwich
Images\donuts\338069.jpg,donuts
Images\dumplings\2004437.jpg,dumplings
Images\escargots\3882921.jpg,escargots
Images\club_sandwich\3324575.jpg,club_sandwich
Images\french_fries\3857595.jpg,french_fries
Images\french_fries\3159377.jpg,french_fries
Images\churros\1383055.jpg,churros
Images\club_sandwich\512163.jpg,club_sandwich
Images\churros\1499881.jpg,churros
Images\churros\2061303.jpg,churros
Images\donuts\1858453.jpg,donuts
Images\donuts\444911.jpg,donuts
Images\chicken_wings\2157839.jpg,chicken_wings
Images\chicken_quesadilla\1856233.jpg,chicken_quesadilla
Images\french_fries\2041482.jpg,french_fries
Images\dumplings\418178.jpg,dumplings
Images\dumplings\2646055.jpg,dumplings
Images\donuts\1282408.jpg,donuts
Images\grilled_cheese_sandwich\1198057.jpg,grilled_cheese_sandwich
Images\escargots\13162.jpg,escargots
Images\dumplings\29978.jpg,dumplings
Images\fried_rice\3618827.jpg,fried_rice
Images\french_fries\1934980.jpg,french_fries
Images\churros\3630204.jpg,churros
Images\club_sandwich\1927259.jpg,club_sandwich
Images\fried_rice\2518927.jpg,fried_rice
Images\chicken_quesadilla\1362051.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\2756031.jpg,grilled_cheese_sandwich
Images\churros\165517.jpg,churros
Images\donuts\2826299.jpg,donuts
Images\grilled_cheese_sandwich\509216.jpg,grilled_cheese_sandwich
Images\donuts\1827641.jpg,donuts
Images\grilled_cheese_sandwich\144621.jpg,grilled_cheese_sandwich
Images\chicken_quesadilla\1335892.jpg,chicken_quesadilla
Images\chicken_quesadilla\3400025.jpg,chicken_quesadilla
Images\donuts\2262914.jpg,donuts
Images\chicken_wings\76731.jpg,chicken_wings
Images\dumplings\2638319.jpg,dumplings
Images\dumplings\1318743.jpg,dumplings
Images\french_fries\3635674.jpg,french_fries
Images\club_sandwich\1842997.jpg,club_sandwich
Images\chicken_wings\3536403.jpg,chicken_wings
Images\club_sandwich\2215658.jpg,club_sandwich
Images\churros\2175700.jpg,churros
Images\dumplings\2289622.jpg,dumplings
Images\club_sandwich\3783437.jpg,club_sandwich
Images\grilled_cheese_sandwich\1655745.jpg,grilled_cheese_sandwich
Images\donuts\3475839.jpg,donuts
Images\fish_and_chips\3387911.jpg,fish_and_chips
Images\chicken_wings\591372.jpg,chicken_wings
Images\dumplings\1021310.jpg,dumplings
Images\fish_and_chips\1328579.jpg,fish_and_chips
Images\chicken_quesadilla\2183958.jpg,chicken_quesadilla
Images\donuts\748321.jpg,donuts
Images\escargots\2720607.jpg,escargots
Images\club_sandwich\3289914.jpg,club_sandwich
Images\chicken_wings\644288.jpg,chicken_wings
Images\escargots\3591930.jpg,escargots
Images\grilled_cheese_sandwich\1633030.jpg,grilled_cheese_sandwich
Images\churros\1799068.jpg,churros
Images\dumplings\231026.jpg,dumplings
Images\french_fries\309651.jpg,french_fries
Images\chicken_quesadilla\3779974.jpg,chicken_quesadilla
Images\churros\2698148.jpg,churros
Images\chicken_quesadilla\498363.jpg,chicken_quesadilla
Images\french_fries\2965155.jpg,french_fries
Images\club_sandwich\3310632.jpg,club_sandwich
Images\chicken_quesadilla\406933.jpg,chicken_quesadilla
Images\fish_and_chips\588986.jpg,fish_and_chips
Images\fried_rice\1911564.jpg,fried_rice
Images\grilled_cheese_sandwich\3231346.jpg,grilled_cheese_sandwich
Images\chicken_quesadilla\3304560.jpg,chicken_quesadilla
Images\fish_and_chips\1668039.jpg,fish_and_chips
Images\fried_rice\1785218.jpg,fried_rice
Images\chicken_wings\1192978.jpg,chicken_wings
Images\escargots\2103958.jpg,escargots
Images\club_sandwich\864823.jpg,club_sandwich
Images\dumplings\596917.jpg,dumplings
Images\fish_and_chips\2119618.jpg,fish_and_chips
Images\fish_and_chips\2805153.jpg,fish_and_chips
Images\chicken_wings\2556466.jpg,chicken_wings
Images\dumplings\2909040.jpg,dumplings
Images\fried_rice\528541.jpg,fried_rice
Images\donuts\348429.jpg,donuts
Images\french_fries\353170.jpg,french_fries
Images\donuts\2160215.jpg,donuts
Images\escargots\585973.jpg,escargots
Images\french_fries\828160.jpg,french_fries
Images\donuts\917443.jpg,donuts
Images\grilled_cheese_sandwich\193282.jpg,grilled_cheese_sandwich
Images\chicken_wings\479789.jpg,chicken_wings
Images\escargots\30639.jpg,escargots
Images\fish_and_chips\1072334.jpg,fish_and_chips
Images\club_sandwich\2929799.jpg,club_sandwich
Images\fried_rice\894741.jpg,fried_rice
Images\dumplings\1386500.jpg,dumplings
Images\churros\627077.jpg,churros
Images\grilled_cheese_sandwich\1803098.jpg,grilled_cheese_sandwich
Images\grilled_cheese_sandwich\338214.jpg,grilled_cheese_sandwich
Images\escargots\364726.jpg,escargots
Images\churros\1642518.jpg,churros
Images\escargots\2403708.jpg,escargots
Images\dumplings\1788238.jpg,dumplings
Images\escargots\3195718.jpg,escargots
Images\chicken_quesadilla\2074024.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\3311699.jpg,grilled_cheese_sandwich
Images\club_sandwich\1465578.jpg,club_sandwich
Images\fried_rice\2284461.jpg,fried_rice
Images\grilled_cheese_sandwich\1345500.jpg,grilled_cheese_sandwich
Images\escargots\1606303.jpg,escargots
Images\churros\3904042.jpg,churros
Images\escargots\3196470.jpg,escargots
Images\chicken_quesadilla\2348422.jpg,chicken_quesadilla
Images\chicken_quesadilla\3600530.jpg,chicken_quesadilla
Images\chicken_wings\2837381.jpg,chicken_wings
Images\chicken_wings\2190100.jpg,chicken_wings
Images\donuts\140847.jpg,donuts
Images\fish_and_chips\622886.jpg,fish_and_chips
Images\churros\833449.jpg,churros
Images\club_sandwich\1927196.jpg,club_sandwich
Images\french_fries\411918.jpg,french_fries
